title,lon,price,misc,lat,date,details_link,hood
Single Family House For Sale,40.725564,$699000,,-74.001975,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-for-sale/7154848535.html, (Bushwick)
New Building Office Condo For Sale,40.725564,$1150000,,-74.001975,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-new-building-office-condo-for/7161999229.html, (Chinatown / Lit Italy)
New Building 6 Story Mixed Use Building For Sale,40.725564,$6500000,,-74.001975,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-6-story-mixed-use/7161999169.html, (Sunset park)
your view @ home every night in a PA town 2+hrs to NYC w/pool,40.725564,$390000,,-74.001975,Jul 31,https://newyork.craigslist.org/mnh/reo/d/chinchilla-your-view-home-every-night/7154852634.html, (Midtown)
"3bed/2bath House,fireplace,Garage+MORE in Maine",41.747107,$180000,,-70.133286,Jul 31,https://newyork.craigslist.org/mnh/reo/d/waterville-3bed-2bath/7154880670.html, (Midtown)
"~~MAGNIFICENT 3 BED 3 BATH TOTALLY RENOVATED, GREAT LOCATION TO ALL~~~",41.747107,$0,,-70.133286,Jul 31,https://newyork.craigslist.org/que/reo/d/saint-albans-magnificent-3-bed-3-bath/7169013187.html," ((( _____• Come See! ST. ALBANS, Queens •_____ )))"
Pristine Cape 3 br 2 ba,41.747107,$459900,,-70.133286,Jul 31,https://newyork.craigslist.org/mnh/reo/d/watertown-pristine-cape-3-br-2-ba/7158505490.html, (Watertown)
Pristine Cape 3 br 2 ba,41.747107,$459900,,-70.133286,Jul 31,https://newyork.craigslist.org/fct/reo/d/watertown-pristine-cape-3-br-2-ba/7158503856.html, (Watertown)
LOFTY home right in the Heights! Very Rare Indeed,41.747107,$8500,,-70.133286,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-lofty-home-right-in-the/7169033805.html, (Brooklyn Heights)
5/6 Bedroom Country Charmer,41.747107,$168000,,-70.133286,Jul 31,https://newyork.craigslist.org/jsy/reo/d/ontario-center-5-6-bedroom-country/7159446338.html," (Ontario,NY)"
1 Family Detached  House For Sale,41.747107,$369000,,-70.133286,Jul 31,https://newyork.craigslist.org/stn/reo/d/staten-island-1-family-detached-house/7169033669.html, (Staten Island)
Beautiful Studio Apartment with EXTRA FULL SIZE ROOM -Laundry -A / C,36.116300,$2145,,-83.481000,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-beautiful-studio-apartment/7153767890.html, (BEDFORD - STUYVESANT / NO BROKERS FEE)
5 BR 2.5 BATH House for Sale,36.116300,$399000,,-83.481000,Jul 31,https://newyork.craigslist.org/jsy/reo/d/haledon-5-br-25-bath-house-for-sale/7155822892.html," (Prospect park, NEW JERSEY)"
OFF MARKET BY OWNER MIXED USE 4 APARTMENTS 3 OFFICE/STORES MONEY MAKER,36.116300,$2570000,,-83.481000,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-off-market-by-owner-mixed-use/7162623699.html, (PRIME HOMECREST / SHEEPSHEAD BAY)
Owner seeks tenants mid SEPT start! UPPER DUPLEX w/ROOFDECK,36.116300,$4300,,-83.481000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-owner-seeks-tenants-mid-sept/7167873681.html, (Park Slope)
PRIME LOCATION *3BR WITH EXTRA OFFICE SPACE *2 BATHROOMS*DISHWASHER *,36.116300,$2995,,-83.481000,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-prime-location-3br-with-extra/7160228827.html, (CROWN HIEGHTS - NO BROKERS FEE)
TH of your very own! 3000SF 4BR Majesty just about to hit the market,36.116300,$12500,,-83.481000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-th-of-your-very-own-3000sf-4br/7167881136.html, (Carroll Gardens)
Wait til Sept! 4BR/3BA TRIPLEX TOWNHOUSE in Morningside Hgts!,36.116300,$7000,,-83.481000,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-wait-til-sept-4br-3ba-triplex/7167886529.html, (Harlem / Morningside)
Park Slope/ Gowanus  8 Family Plus Store,36.116300,$1699900,,-83.481000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-park-slope-gowanus-8-family/7169033008.html, (3rd Ave  South Slope)
LOFT LIVING!Almost 1800 SF 2BR/2BA w/balcony!,36.116300,$7400,,-83.481000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-loft-livingalmost-1800-sf-2br/7167885194.html, (Williamsburg)
PRIME LOFT in Intimate SOHO Bldg! Priced to RENT very fast!,36.116300,$6500,,-83.481000,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-prime-loft-in-intimate-soho/7167888212.html, (SoHo)
Entertain in Style! Live in Grandeur! 2BR LOFT w/13' ceilings,36.116300,$9750,,-83.481000,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-entertain-in-style-live-in/7167882347.html, (SoHo)
UNIQUE 3BR/3BA in Heart of the Heights! Keyed Elevator Access,36.116300,$9000,,-83.481000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-unique-3br-3ba-in-heart-of-the/7167883761.html, (Brooklyn Heights)
NC beach lot in gated community with a marina and clubhouse w/2 pools,36.116300,$19900,,-83.481000,Jul 31,https://newyork.craigslist.org/lgi/reo/d/oak-island-nc-beach-lot-in-gated/7169028705.html," (Holden Beach, NC)"
one family house house plus extra lot,36.116300,$1200000,,-83.481000,Jul 31,https://newyork.craigslist.org/que/reo/d/oakland-gardens-one-family-house-house/7154881188.html, (Oakland Gardens)
one family house house plus extra lot,40.641200,$1200000,,-74.013300,Jul 31,https://newyork.craigslist.org/que/reo/d/oakland-gardens-one-family-house-house/7155528050.html, (Oakland Gardens)
2 bedroom,40.641200,$1900,,-74.013300,Jul 31,https://newyork.craigslist.org/que/reb/d/jamaica-2-bedroom/7169030788.html, (Jamaica)
Apartmento de 2 cuartos,40.725500,$2400,,-73.998300,Jul 31,https://newyork.craigslist.org/que/reo/d/jackson-heights-apartmento-de-2-cuartos/7160207038.html,
WoW! Beautiful Detached Brick 2-Fam *Driveway/Garage 3/2/2*Big Rooms*,40.725500,$0,,-73.998300,Jul 31,https://newyork.craigslist.org/brk/reo/d/wow-beautiful-detached-brick-2-fam/7169012535.html," ((((( _____• Come See! EAST FLATBUSH, Brooklyn •_____ ))))"
NC beach lot in gated community with a marina and clubhouse w/2 pools,40.725500,$19900,,-73.998300,Jul 31,https://newyork.craigslist.org/fct/reo/d/oak-island-nc-beach-lot-in-gated/7169024300.html," (Holden Beach, NC)"
NC beach lot in gated community with a marina and clubhouse w/2 pools,40.725500,$19900,,-73.998300,Jul 31,https://newyork.craigslist.org/wch/reo/d/oak-island-nc-beach-lot-in-gated/7169025184.html," (Holden Beach, NC)"
"Commercial Property-Businesses and Residence, Must Sell, Windsor NY",40.725500,$150000,,-73.998300,Jul 31,https://newyork.craigslist.org/jsy/reo/d/windsor-commercial-property-businesses/7166398430.html, (Windsor)
"Investors-98 Acres, 30 ac Building Lots, Hunters Paradise, Past Quarry",40.725500,$195000,,-73.998300,Jul 31,https://newyork.craigslist.org/jsy/reo/d/windsor-investors-98-acres-30-ac/7159025233.html, (Windsor)
Large Semi-detached 2 Family Brick House For Sale,40.725500,$1750000,,-73.998300,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-semi-detached-2-family/7160815973.html, (Sunset park)
New Building Office Condo For Sale,40.725500,$1100000,,-73.998300,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-new-building-office-condo-for/7161996697.html, (Chinatown / Lit Italy)
"New Building Office Condo,  Elevator, Natural Lights",40.811600,$1475000,,-73.955000,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-new-building-office-condo/7159622274.html, (Chinatown / Lit Italy)
"Investors-98 Acres, 30 ac Building Lots, Hunters Paradise, Past Quarry",40.811600,$195000,,-73.955000,Jul 31,https://newyork.craigslist.org/jsy/reo/d/windsor-investors-98-acres-30-ac/7159025477.html, (Windsor)
Good investment for 1 Family House,40.811600,$1380000,,-73.955000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-good-investment-for-1-family/7158402356.html, (Sunset Park)
Single Family House For Sale,40.811600,$699000,,-73.955000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-for-sale/7160815844.html, (Bushwick)
Mixed Use Building For Sale,40.811600,$8300000,,-73.955000,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-mixed-use-building-for-sale/7161996645.html, (Chelsea)
Good investment for 1 Family House,40.811600,$1380000,,-73.955000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-good-investment-for-1-family/7161996726.html, (Sunset Park)
Single Family House For Sale,40.811600,$699000,,-73.955000,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-for-sale/7161996769.html, (Bushwick)
New Building 6 Story Mixed Use Building For Sale,40.674959,$6500000,,-73.949414,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-6-story-mixed-use/7160815922.html, (Sunset park)
4 Story Building For Sale,40.674959,$3995000,,-73.949414,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-city-4-story-building-for-sale/7157303724.html, (Harlem / Morningside)
Commercial Condo Store Front For Sale,40.674959,$1400000,,-73.949414,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-commercial-condo-store-front/7161996807.html, (Chinatown / Lit Italy)
New Building Condo For Sale,40.674959,$428000,,-73.949414,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-condo-for-sale/7163144561.html, (Sunset park)
New Condo Building For Sale,40.674959,$750600,,-73.949414,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-condo-building-for-sale/7163144520.html, (Sunset park)
New Building Condo Office For Sale,40.674959,$1120000,,-73.949414,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-new-building-condo-office-for/7157303472.html, (Chinatown / Lit Italy)
Single Family House For Sale,40.674959,$699000,,-73.949414,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-for-sale/7159622226.html, (Bushwick)
4 Story Building For Sale,40.695800,$3995000,,-73.761700,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-city-4-story-building-for-sale/7159622192.html, (Harlem / Morningside)
Stunning Modern Retreat,40.695800,$1795000,,-73.761700,Jul 31,https://newyork.craigslist.org/wch/reb/d/pound-ridge-stunning-modern-retreat/7169027904.html, (Pound Ridge)
Stunning Modern Retreat,40.695800,$1795000,,-73.761700,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-stunning-modern-retreat/7169027858.html," (Pound Ridge, NY)"
Stunning Modern Retreat,40.695800,$1795000,,-73.761700,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-stunning-modern-retreat/7169027789.html," (Pound Ridge, NY)"
NC beach lot in gated community w/75-slip marina and clubhouse w/pools,40.695800,$19900,,-73.761700,Jul 31,https://newyork.craigslist.org/jsy/reb/d/oak-island-nc-beach-lot-in-gated/7169024153.html," (Holden Beach, NC)"
2 Bedrooms 1 Bath,40.695800,$228888,,-73.761700,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-bedrooms-1-bath/7169026705.html, (Sheepshead Bay/Gerritsen Beach/Marine Park)
~`~`~A DETACHED 2-FAM BRICK ~DRIVEWAY `n GARAGE~ LARGE 7BR ~3BA~`~`~`~,40.695800,$0,,-73.761700,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-detached-2-fam-brick-driveway/7169013763.html," (((~• Must Be Seen! EAST FLATBUSH, Brooklyn •~)))"
Florida No pmnts 1st Yr 3/1 Brick +Garage Double Carport $500 Mortgage,40.713867,$99000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/florida-no-pmnts-1st-yr-3-1-brick/7159637464.html,
NC beach lot in gated community with a marina and clubhouse w/2 pools,40.713867,$19900,,-73.992495,Jul 31,https://newyork.craigslist.org/stn/reo/d/oak-island-nc-beach-lot-in-gated/7164361867.html," (Holden Beach, NC)"
NC beach lot in gated community with a marina and clubhouse w/2 pools,40.713867,$19900,,-73.992495,Jul 31,https://newyork.craigslist.org/brx/reo/d/oak-island-nc-beach-lot-in-gated/7165578524.html," (Holden Beach, NC)"
Large Semi-detached 2 Family Brick House For Sale,40.713867,$1750000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-semi-detached-2-family/7166651706.html, (Sunset park)
Mixed Use Building For Sale,40.713867,$8300000,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-mixed-use-building-for-sale/7166650162.html, (Chelsea)
New Building Condo For Sale,40.713867,$428000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-condo-for-sale/7166650118.html, (Sunset park)
New Building Condo For Sale,40.713867,$428000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-condo-for-sale/7164358503.html, (Sunset park)
Single Family House For Sale,40.716541,$699000,,-73.996984,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-for-sale/7164358677.html, (Bushwick)
Single Family House For Sale,40.716541,$699000,,-73.996984,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-for-sale/7163144709.html, (Bushwick)
Good investment for 1 Family House,40.716541,$1380000,,-73.996984,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-good-investment-for-1-family/7163144665.html, (Sunset Park)
Mixed Use Building For Sale,40.716541,$8300000,,-73.996984,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-mixed-use-building-for-sale/7165568680.html, (Chelsea)
"LARGE APT TO""SHARE""-2 BATHS-Pool/Gym/Doorman",40.716541,$1675,,-73.996984,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-large-apt-toshare-2-baths-pool/7162010092.html, (Murray Hill)
No Fee by Owner Walk Hofstra University,40.716541,$6400,,-73.996984,Jul 31,https://newyork.craigslist.org/lgi/reo/d/uniondale-no-fee-by-owner-walk-hofstra/7159256941.html, (Uniondale)
Large one family House for sale,40.716541,$499000,,-73.996984,Jul 31,https://newyork.craigslist.org/que/reo/d/saint-albans-large-one-family-house-for/7169024303.html,
Waterfront Land,40.748400,$150000,,-73.996700,Jul 31,https://newyork.craigslist.org/lgi/reo/d/waterfront-land/7157172143.html, (Mastic Beach)
"3 Bedrooms 2.5 Baths Open House 12:00 to 2:00 PM August 2, 2020",40.748400,$899888,,-73.996700,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-3-bedrooms-25-baths-open-house/7169023911.html, (Manhattan Beach)
Two stories contemporary water view house,40.748400,$590000,,-73.996700,Jul 31,https://newyork.craigslist.org/lgi/reo/d/seaford-two-stories-contemporary-water/7156127630.html, (Seaford)
TH Living! 2BR/2BA TRIPLEX plus a PATIO!,40.748400,$7500,,-73.996700,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-th-living-2br-2ba-triplex-plus/7169023440.html, (Clinton Hill)
your view @ home every night in a PA town 2+hrs to NYC w/pool,40.748400,$390000,,-73.996700,Jul 31,https://newyork.craigslist.org/mnh/reo/d/chinchilla-your-view-home-every-night/7160029121.html, (Midtown)
3 Bedrooms 1 Bath Open House Sunday 1 to 3 PM,40.748400,$269888,,-73.996700,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-3-bedrooms-1-bath-open-house/7169022736.html, (Sheepshead Bay/Gerritsen Beach/Marine Park)
Townhouse 3 bedrooms NJ,40.748400,$289000,,-73.996700,Jul 31,https://newyork.craigslist.org/jsy/reo/d/north-brunswick-townhouse-3-bedrooms-nj/7164684959.html, (North Brunswick)
3500 Square Foot Home In Detroit Historic District,40.822737,$200000,,-73.947622,Jul 31,https://newyork.craigslist.org/mnh/reo/d/detroit-3500-square-foot-home-in/7169018806.html, (Boston Edison)
Townhouse 3 bedrooms NJ,40.822737,$289000,,-73.947622,Jul 31,https://newyork.craigslist.org/mnh/reo/d/north-brunswick-townhouse-3-bedrooms-nj/7164789100.html, (North Brunswick)
2 Bedrooms 2 Baths,40.822737,$548888,,-73.947622,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-2-bedrooms-2-baths/7169021705.html, (Mill Basin)
260 ACRES !,40.822737,$1499000,,-73.947622,Jul 31,https://newyork.craigslist.org/fct/reb/d/harwinton-260-acres/7152158656.html," (Harwinton, CT)"
- 83 Acres !  Wildlife and seclusion,40.822737,$249900,,-73.947622,Jul 31,https://newyork.craigslist.org/fct/reb/d/pequabuck-83-acres-wildlife-and/7152158530.html," (Terryville, CT)"
Townhouse 3 bedrooms NJ,40.822737,$289000,,-73.947622,Jul 31,https://newyork.craigslist.org/jsy/reo/d/north-brunswick-townhouse-3-bedrooms-nj/7164789290.html, (North Brunswick)
Rent to Own in Freeport - Even with Credit Problems,40.822737,$349000,,-73.947622,Jul 31,https://newyork.craigslist.org/lgi/reo/d/freeport-rent-to-own-in-freeport-even/7165050506.html, (Freeport)
share furnished home with one or two females person (Bethpage) $900 Pl,40.822737,$0,,-73.947622,Jul 31,https://newyork.craigslist.org/lgi/reb/d/plainview-share-furnished-home-with-one/7165556139.html, (plainview)
share furnished home with one or two females person (Bethpage) $900 Pl,40.713867,$0,,-73.992495,Jul 31,https://newyork.craigslist.org/lgi/reb/d/plainview-share-furnished-home-with-one/7167873039.html, (plainview)
Townhouse 3 bedrooms NJ,40.713867,$289000,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reo/d/north-brunswick-townhouse-3-bedrooms-nj/7164684739.html, (North Brunswick)
Historic Upper Manhattan! 2-Bedroom Apt.,40.713867,$2275,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-historic-upper-manhattan-2/7164999320.html, (Inwood / Wash Hts)
Good investment for 1 Family House,40.713867,$1380000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-good-investment-for-1-family/7166651672.html, (Sunset Park)
Good investment for 1 Family House,40.713867,$1380000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-good-investment-for-1-family/7164358598.html, (Sunset Park)
"Yes, it's a Fireplace! Large 2 Bedroom at West 118th Street",40.713867,$2900,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reo/d/new-york-yes-its-fireplace-large-2/7164999013.html, (Upper West Side)
1 Bedroom/ 1 Bathroom CONDOMINIUM,40.713867,$275000,,-73.992495,Jul 31,https://newyork.craigslist.org/stn/reo/d/staten-island-1-bedroom-1-bathroom/7169020841.html, (Great Kills)
New Building Condo For Sale,40.713867,$428000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-condo-for-sale/7165568592.html, (Sunset park)
Commercial Condo Store Front For Sale,40.713867,$1400000,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-commercial-condo-store-front/7164358856.html, (Chinatown / Lit Italy)
4 Storie Building For Sale,40.713867,$6500000,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-4-storie-building-for-sale/7164358739.html, (Chinatown / Lit Italy)
New Building Condo For Sale,40.713867,$750000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-condo-for-sale/7169016550.html, (Sunset Park)
Mixed Use Building For Sale,40.713867,$8300000,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-mixed-use-building-for-sale/7169016702.html, (Chelsea)
Single Family Townhouse For Sale,40.713867,$4900000,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-single-family-townhouse-for/7153284350.html, (Upper West Side)
Commercial Condo Store Front For Sale,40.713867,$1400000,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-commercial-condo-store-front/7166651612.html, (Chinatown / Lit Italy)
Good investment for 1 Family House,40.713867,$1380000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-good-investment-for-1-family/7165568632.html, (Sunset Park)
Single Family Townhouse For Sale,40.641200,$4900000,,-74.013300,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-single-family-townhouse-for/7160216803.html, (Upper West Side)
4 Story Building For Sale,40.641200,$3995000,,-74.013300,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-city-4-story-building-for-sale/7165568742.html, (Harlem / Morningside)
Single Family House For Sale,40.641200,$699000,,-74.013300,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-for-sale/7165568545.html, (Bushwick)
4 Storie Building For Sale,40.641200,$6500000,,-74.013300,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-4-storie-building-for-sale/7166651502.html, (Chinatown / Lit Italy)
Single Family House For Sale,40.641200,$699000,,-74.013300,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-for-sale/7166650062.html, (Bushwick)
New Condo Building For Sale,40.641200,$425000,,-74.013300,Jul 31,https://newyork.craigslist.org/brk/reb/d/new-condo-building-for-sale/7167873530.html, (Sunset Park)
Large Semi-detached 2 Family Brick House For Sale,40.641200,$1750000,,-74.013300,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-semi-detached-2-family/7167873473.html, (Sunset park)
Home For Sale Lake Grove Sachem School,40.748400,$658000,,-73.996700,Jul 31,https://newyork.craigslist.org/lgi/reo/d/lake-grove-home-for-sale-lake-grove/7169019635.html, (Lake Grove)
HOUSE FOR SALE / RENT TO OWN WINDHAM &HUNTER NY SKI,40.748400,$82500,,-73.996700,Jul 31,https://newyork.craigslist.org/mnh/reo/d/windham-house-for-sale-rent-to-own/7167568108.html, (Midtown)
Lovely First Floor Apartment,40.748400,$225000,,-73.996700,Jul 31,https://newyork.craigslist.org/lgi/reo/d/lawrence-lovely-first-floor-apartment/7167566182.html,
Lovely First Floor Apartment,40.748400,$225000,,-73.996700,Jul 31,https://newyork.craigslist.org/lgi/reo/d/lawrence-lovely-first-floor-apartment/7167567700.html,
HOUSE FOR SALE / RENT TO OWN WINDHAM &HUNTER NY SKI,40.748400,$82500,,-73.996700,Jul 31,https://newyork.craigslist.org/mnh/reo/d/windham-house-for-sale-rent-to-own/7167567936.html, (Midtown)
Lovely First Floor Apartment,40.748400,$225000,,-73.996700,Jul 31,https://newyork.craigslist.org/lgi/reo/d/lawrence-lovely-first-floor-apartment/7167565242.html,
Lovely First Floor Apartment,40.748400,$225000,,-73.996700,Jul 31,https://newyork.craigslist.org/lgi/reo/d/lawrence-lovely-first-floor-apartment/7167568304.html,
Lovely First Floor Apartment,40.748400,$225000,,-73.996700,Jul 31,https://newyork.craigslist.org/lgi/reo/d/lawrence-lovely-first-floor-apartment/7167764402.html,
"Need funds for Real Estate/Business? Fix/Flip,LOC and more",40.713867,$0,,-73.992495,Jul 31,https://newyork.craigslist.org/lgi/reo/d/need-funds-for-real-estate-business-fix/7158901846.html, (Long Island)
HOUSE FOR SALE / RENT TO OWN WINDHAM &HUNTER NY SKI,40.713867,$82500,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reo/d/windham-house-for-sale-rent-to-own/7167764262.html, (Midtown)
Lovely First Floor Apartment,40.713867,$225000,,-73.992495,Jul 31,https://newyork.craigslist.org/lgi/reo/d/lawrence-lovely-first-floor-apartment/7167764140.html,
HOUSE FOR SALE / RENT TO OWN WINDHAM &HUNTER NY SKI,40.713867,$1250,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reo/d/windham-house-for-sale-rent-to-own/7167766479.html, (Midtown)
HOUSE FOR SALE / RENT TO OWN WINDHAM &HUNTER NY SKI,40.713867,$82500,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reo/d/windham-house-for-sale-rent-to-own/7167764529.html, (Midtown)
HOUSE FOR SALE / RENT TO OWN WINDHAM &HUNTER NY SKI,40.713867,$1250,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reo/d/windham-house-for-sale-rent-to-own/7167764704.html, (Midtown)
HOUSE FOR SALE / RENT TO OWN WINDHAM &HUNTER NY SKI,40.713867,$1250,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reo/d/windham-house-for-sale-rent-to-own/7167766107.html, (Midtown)
HOUSE FOR SALE / RENT TO OWN WINDHAM &HUNTER NY SKI,40.713867,$1250,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reo/d/windham-house-for-sale-rent-to-own/7167766245.html, (Midtown)
Lovely First Floor Apartment,40.713867,$225000,,-73.992495,Jul 31,https://newyork.craigslist.org/lgi/reo/d/lawrence-lovely-first-floor-apartment/7167766350.html,
"Need funds for Real Estate/Business? Fix/Flip,LOC and more",40.713867,$0,,-73.992495,Jul 31,https://newyork.craigslist.org/fct/reo/d/bridgeport-need-funds-for-real-estate/7155092442.html, (Fairfield)
Single Family House For Sale,40.713867,$699000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-for-sale/7167873613.html, (Bushwick)
4 Story Building For Sale,40.713867,$3995000,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-city-4-story-building-for-sale/7166650013.html, (Harlem / Morningside)
Single Family Townhouse For Sale,40.713867,$4900000,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reb/d/new-york-single-family-townhouse-for/7161426646.html, (Upper West Side)
New Building 6 Story Mixed Use Building For Sale,40.713867,$6500000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-new-building-6-story-mixed-use/7164983478.html, (Sunset park)
Good investment for 1 Family House,40.713867,$1380000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-good-investment-for-1-family/7167873562.html, (Sunset Park)
New Condo Building For Sale,40.713867,$425000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/new-condo-building-for-sale/7169016595.html, (Sunset Park)
Large Semi-detached 2 Family Brick House For Sale,40.713867,$1750000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-large-semi-detached-2-family/7169016643.html, (Sunset park)
A Wyckoff Beauty + Must See Home!,40.713867,$1299000,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reb/d/wyckoff-wyckoff-beauty-must-see-home/7169017290.html, (Wyckoff)
Single Family House For Sale,40.713867,$699000,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reb/d/brooklyn-single-family-house-for-sale/7169016509.html, (Bushwick)
1 Bed Room Apt,40.713867,$1600,,-73.992495,Jul 31,https://newyork.craigslist.org/wch/reo/d/white-plains-1-bed-room-apt/7155993789.html, (White Plains)
Woodloch Springs View Townhome - Income Property,40.713867,$275000,,-73.992495,Jul 31,https://newyork.craigslist.org/mnh/reo/d/rowland-woodloch-springs-view-townhome/7160817816.html, (Woodloch - Hawley PA)
~~AWESOME RENOVATED SOLID BRICK 2-FAMILY HOME WITH 3-CAR DRWY~~,40.713867,$0,,-73.992495,Jul 31,https://newyork.craigslist.org/brk/reo/d/brooklyn-awesome-renovated-solid-brick/7169011974.html," ((( __• Must See! CANARSIE, Brooklyn •__ )))"
Waterfront Home Restaurant Marina,40.687271,$749000,,-73.910189,Jul 31,https://newyork.craigslist.org/lgi/reo/d/abell-waterfront-home-restaurant-marina/7151723438.html," (Western Chesapeake, South of Washington, DC)"
"1.4 acre Lot, Panoramic Hudson River Views",40.687271,$130000,,-73.910189,Jul 31,https://newyork.craigslist.org/wch/reb/d/14-acre-lot-panoramic-hudson-river-views/7156702292.html, (Mariners Cour /The Anchorage Subdi)
